Wall time,Step,Value
1618558807.4485574,1,0.7380831241607666
1618558819.0361645,2,0.81642746925354
1618558830.3667426,3,0.8227978348731995
1618558841.7199237,4,0.8133804202079773
1618558853.0853932,5,0.83785080909729
1618558864.4849253,6,0.8459193110466003
1618558876.5399585,7,0.8515097498893738
1618558888.7015378,8,0.8694823980331421
1618558900.5669637,9,0.866472065448761
1618558912.2658713,10,0.8737296462059021
1618558924.0568671,11,0.8860963582992554
1618558935.9372327,12,0.8579486608505249
1618558947.667284,13,0.887640655040741
1618558959.2669067,14,0.8858847618103027
1618558970.699677,15,0.8919469714164734
1618558982.1816013,16,0.8935765624046326
1618558993.6142428,17,0.900935173034668
1618559005.0307672,18,0.8927889466285706
1618559017.257058,19,0.9049723744392395
1618559029.0105255,20,0.8811464309692383
1618559040.3883507,21,0.9128984808921814
1618559051.9372065,22,0.9099830985069275
1618559063.4590209,23,0.9045950770378113
1618559074.8370934,24,0.9088109135627747
1618559086.2988687,25,0.91695636510849
1618559098.1745958,26,0.924118161201477
1618559109.9141424,27,0.9165692329406738
1618559121.7227201,28,0.922119677066803
1618559133.6204138,29,0.9295529723167419
1618559145.3510394,30,0.9255844950675964
1618559157.3080063,31,0.9249800443649292
1618559169.4305053,32,0.9268257021903992
1618559180.8281384,33,0.9133582711219788
1618559192.8179882,34,0.9271385669708252
1618559205.1246388,35,0.9244435429573059
1618559216.611775,36,0.9194340109825134
1618559228.254327,37,0.933527410030365
1618559239.770888,38,0.9331177473068237
1618559251.3048975,39,0.902180552482605
1618559262.7882655,40,0.9311193227767944
1618559274.960969,41,0.9339823126792908
1618559286.8000526,42,0.9381699562072754
1618559298.6807833,43,0.9323887825012207
1618559310.1647425,44,0.9361923336982727
1618559321.6742527,45,0.9350407719612122
1618559333.1934536,46,0.9405251741409302
1618559345.3106792,47,0.9430440068244934
1618559357.5327756,48,0.9418728351593018
1618559369.5317752,49,0.9200146198272705
1618559381.483291,50,0.9350963830947876
1618559393.5110874,51,0.9369704127311707
1618559405.23454,52,0.9281617403030396
1618559417.6597373,53,0.935495913028717
1618559429.5928147,54,0.9435855746269226
1618559441.3440173,55,0.9454482197761536
1618559453.7016766,56,0.9463187456130981
1618559465.686513,57,0.9340147972106934
1618559477.4867313,58,0.9436813592910767
1618559489.5566857,59,0.9259864091873169
1618559501.509779,60,0.9483416080474854
1618559513.2448988,61,0.9462512731552124
1618559525.1546328,62,0.9460240602493286
1618559537.1805835,63,0.9493772387504578
1618559549.1058447,64,0.9461227059364319
1618559560.6456091,65,0.9481192231178284
1618559572.6063662,66,0.9472459554672241
1618559584.7435918,67,0.9439509510993958
1618559596.7490723,68,0.9452340006828308
1618559608.8078966,69,0.9481385946273804
1618559620.6685598,70,0.948192298412323
1618559632.4851582,71,0.9431918859481812
1618559644.246306,72,0.948378324508667
1618559655.9463077,73,0.9469156265258789
1618559668.1059144,74,0.9437975287437439
1618559680.2248025,75,0.9558104276657104
1618559692.7295122,76,0.9525191783905029
1618559704.5604706,77,0.9458881616592407
1618559716.2010014,78,0.9465532898902893
1618559728.3156312,79,0.9580701589584351
1618559740.4067342,80,0.9554696083068848
1618559752.520622,81,0.9550037980079651
1618559764.2961762,82,0.9554396867752075
1618559776.09118,83,0.9513161778450012
1618559788.0102444,84,0.9562534689903259
1618559799.6944733,85,0.9540854692459106
1618559811.5973003,86,0.9549751281738281
1618559823.7297878,87,0.9566349387168884
1618559836.0442255,88,0.9518336057662964
1618559847.7348976,89,0.9539931416511536
1618559859.4677403,90,0.9565410017967224
1618559871.3635712,91,0.9573248028755188
1618559883.664335,92,0.9470245242118835
1618559896.0820389,93,0.9525868892669678
1618559908.3294344,94,0.953988790512085
1618559919.8637102,95,0.9562197327613831
1618559931.4814975,96,0.9564198851585388
1618559942.9805284,97,0.954476535320282
1618559954.457664,98,0.9517159461975098
1618559965.9773188,99,0.9534112215042114
1618559977.4902,100,0.9594276547431946
1618559989.0442653,101,0.9590884447097778
1618560000.6309125,102,0.9543718099594116
1618560012.1349657,103,0.9597012996673584
1618560023.6866837,104,0.9611695408821106
1618560035.5968237,105,0.9624086022377014
1618560047.5282104,106,0.9622631072998047
1618560059.350284,107,0.9633625149726868
